company_name,esg,esg_e,esg_s,esg_g,per,pbr,dividend_yield,company_code,male_contract_employee_count,female_contract_employee_count,total_salary_male,total_salary_female,male_regular_employee_count,female_regular_employee_count,total_male_employees,total_female_employees,average_male_salary,average_female_salary,operating_profit_before_tax,net_profit_margin,comprehensive_income_margin,gross_profit_margin,cost_of_goods_sold,roe,sg_andaexpense_ratio,operating_income_on_total_assets,pre_tax_income_on_total_assets,operating_income_on_equity,pre_tax_income_on_equity,operating_income_on_paid_in_capital,pre_tax_income_on_paid_in_capital,roi,operating_expense_ratio,equity_ratio,debt_ratio,liquidity_ratio,quick_ratio,current_liabilities_ratio,non_current_liabilities_ratio,interest_coverage_ratio,net_interest_coverage_ratio,non_current_asset_ratio,financial_cost_burden_ratio,capital_retention_ratio,retention_amount_to_equity_ratio,financial_leverage,non_current_asset_suitability_ratio,non_current_asset_composition_ratio,tangible_asset_composition_ratio,current_asset_composition_ratio,inventory_composition_ratio,current_to_non_current_asset_ratio,inventory_to_current_asset_ratio,receivables_to_payables_ratio,payables_to_inventory_ratio,sales_growth_rate_yoy,gross_profit_growth_rate_yoy,operating_profit_growth_rate_yoy,pre_tax_profit_growth_rate_yoy,net_profit_growth_rate_yoy,comprehensive_income_growth_rate_yoy,total_asset_growth_rate_yoy,non_current_asset_growth_rate_yoy,tangible_asset_growth_rate_yoy,total_liabilities_growth_rate_yoy,total_borrowings_growth_rate_yoy,equity_growth_rate_yoy,current_asset_growth_rate_yoy,receivables_growth_rate_yoy,inventory_growth_rate_yoy,current_liabilities_growth_rate_yoy,payables_growth_rate_yoy,non_current_liabilities_growth_rate_yoy,total_asset_turnover,receivables_turnover,inventory_turnover,cost_of_goods_sold_to_inventory,payables_turnover,non_current_asset_turnover,tangible_asset_turnover,debt_to_equity_turnover,equity_turnover,capital_turnover,dividend_payout_ratio,female_executives,male_executives,status,message,corp_name_eng,stock_name,stock_code,ceo_name,corp_cls,jurir_no,bizr_no,address,home_url,ir_url,phone_number,fax_number,industry_code,establishment_date,accounting_month
2780,C,C,C,B,2.85,0.46,,892650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"JIN HEUNG ENTERPRISE CO.,LTD",진흥기업,,조 훈형,E,1.20111E+12,1378101673,인천광역시 서구 경서동 363-186,www.jinheung.net,,032-561-9213,032-561-9217,24131,19931101,12
85660,C,D,C,C,,,,535171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"CHABIOTECH CO.,LTD",차바이오텍,,정형민,E,1.10111E+12,2208198257,서울특별시 강남구 역삼동 606-16,www.chabio.com,,02-3468-3691,02-3468-3540,52102,20000920,12
9310,D,D,D,D,,0.55,,269296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"CHARM ENGINEERING CO.,LTD",참엔지니어링,,한인수,E,1.34511E+12,1358114513,경기도 용인시 남사면 북리 28-1,www.charmeng.com,,031-330-8500,031-330-8600,29271,19950101,12
278280,C,C,D,B,,,,655350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"CHUNBO Co., ltd",천보,,양보원,E,2.81111E+12,1288196007,경기도 파주시 광탄면 창만리 488,,,031-977-0217,,3201,20040728,12
650,D,C,D,D,,3.63,,151395,19,0,16800000000,360000000,261,15,280,15,60000000,24000000,,-10.939,-17.175,3.59,96.41,-21.075,15.291,-9.395,,-22.543,,-72.042,,-67.351,15.291,34.816,187.228,57.779,,45.603,141.625,,,260.879,1.534,,21.627,287.228,107.968,90.826,22.34,9.174,0.546,10.1,5.951,,,16.697,-202.792,-30.535,,-19.877,31.54,-0.188,9.602,13.313,26.404,,-28.392,-47.032,31.134,-26.145,-51.732,,164.026,80.298,,,,,92.545,382.234,137.681,192.66,615.699,,0,8,0,정상,"CHUNIL EXPRESS CO.,LTD",천일고속,650,박도현,Y,1.80111E+12,6048100854,부산광역시 동구 중앙대로 168(초량동),www.chunilexpress.com,,051-254-9111,512536416,49220,19490930,12
12600,D,D,D,D,,2.56,,151863,0,0,1320368000,287583000,28,9,28,9,47156000,31953667,,-5.054,-4.998,23.349,76.651,-3.488,21.03,1.202,,1.601,,3.229,,-7.037,21.03,79.443,25.876,140.23,,22.523,3.353,,,94.292,1.327,11.388,,125.876,91.233,74.908,25.932,25.092,11.726,33.496,46.734,,,-0.894,301.623,-111.846,,-75.015,-74.972,75.513,109.603,-1.153,10.944,,106.631,18.147,,26.269,16.878,,-17.272,51.83,,387.187,296.782,,73.532,155.962,208.159,69.014,139.219,,0,6,0,정상,"CHUNGHO ICT CO.,LTD.",청호ICT,12600,조중환 대표이사,Y,1.10111E+12,2088107756,경기도 김포시 양촌읍 황금1로 185 3층,www.chunghoict.com,,02-3670-7700-2,02)741-0880,29180,19771013,12
33250,D,C,D,D,5.67,1.23,,125576,30,0,34218000000,1854000000,660,57,690,57,49591304,32526316,,6.727,4.658,15.85,84.15,10.27,6.533,5.223,,14.222,,28.535,,20.605,6.533,36.704,172.45,79.029,,134.505,37.945,,,166.151,3.757,,,272.45,120.448,60.984,54.172,39.016,12.281,63.977,31.476,,,-19.047,13.589,63.796,,-953.775,-1.77,7.488,-2.638,-4.009,7.556,,7.372,28.356,,54.908,9.849,,0.145,56.061,,535.505,450.629,,87.539,97.838,88.596,152.658,306.278,,0,18,0,정상,"CHASYS Co.,Ltd",체시스,33250,"이명곤, 김성광(각자대표이사)",Y,1.74811E+12,5158102135,경상북도 경산시 진량읍 일연로 528,www.chasys.com,,053-851-8511,(053)851-8519,303,19890803,12
16790,D,D,D,D,,,,1633081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,CANARIABIO INC.,카나리아바이오,,유병우 ,E,1.31311E+12,5838102308,경기도 평택시 중앙로 29 5층 519호(통복동),,,269252177,221357886,70113,20210903,12
35720,A,A+,A+,B+,,1.64,0.17,918444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,Kakao.Corp,카카오,,"이제범,이석우",E,1.10111E+12,1198193985,서울특별시 강남구 역삼동 726-2 C&K빌딩 2층,,,070-7492-1305,02-3452-6419,63120,20061201,12
293490,A,A,A+,A,,,,1137383,17,5,30316000000,14878000000,269,168,286,173,106000000,86000000,,-31.452,-33.547,,,-17.713,,2.029,,4.094,,904.278,,-3912.465,,46.831,113.532,143.746,,43.685,69.847,,,150.736,4.204,,,213.532,88.748,70.592,3.329,29.408,2.316,41.659,7.875,,,-10.683,,-57.617,,64.397,-15.117,-10.401,-13.005,24.305,-0.729,,-19.324,-3.464,,-34.785,165.96,,-28.685,27.913,,1006.76,,,38.926,983.138,55.342,56.317,,,2,6,0,정상,Kakao Games Corp.,카카오게임즈,293490,Sang Woo Han,K,1.31111E+12,1448118454,"경기도 성남시 분당구 판교역로 152, 14층(백현동, 알파돔타워 3) &nbsp",kakaogames.com,,1566-8834,,5821,20130822,12
323410,B+,B+,A,B+,28.21,1.67,0.7,1133217,20,112,107100000000,58968000000,830,590,850,702,126000000,84000000,,14.23,17.93,,,5.999,-17.463,,,,,,,14.887,-17.463,11.228,790.665,,,,,,,,,156.945,,890.665,,,0.332,,,,,,,55.315,,,,34.901,136.829,37.889,,4.573,43.104,,7.044,,,,,,,5.306,,,,,,1410.236,6.07,42.155,104.616,,3,19,0,정상,KakaoBank Corp.,카카오뱅크,323410,윤호영,Y,1.31111E+12,3758800197,"경기도 성남시 분당구 분당내곡로 131 (백현동, 판교테크원)",,,02-6288-6000,02-6288-6010,64121,20160122,12
377300,A,A,A+,A,3471.43,1.74,,1244601,5,47,64216000000,33465000000,693,438,698,485,92000000,69000000,,-3.722,-4.446,,,-1.192,,-1.551,,-2.945,,-84.694,,-34.283,,48.778,105.01,215.169,,57.296,4.95,,,21.963,2.081,2449.666,,205.01,20.927,10.713,,60.135,,561.331,,,,18.029,,24.417,,-185.378,-193.034,19.063,40.062,,42.76,,1.39,5.55,,,26.86,,-3.105,16.864,,,,,168.984,,35.623,32.025,920.968,,2,14,0,정상,kakaopay Corp.,카카오페이,377300,신원근,Y,1.31111E+12,5278800686,경기도 성남시 분당구 판교역로 166 카카오페이판교아지트 B동 15층,www.kakaopay.com,,1644-7405,031-789-3791,66199,20170403,12
6380,C,C,C,C,,,,159810,2,0,13284000000,340000000,160,5,162,5,82000000,68000000,,-64.964,-66.056,-45.628,145.628,-3002.993,6.588,-15.21,,-2413.665,,-197.359,,-245.547,6.588,-10.762,-1029.214,15.996,,-845.813,-183.401,,,-793.918,13.209,-849.263,,-929.214,0,85.44,85.232,14.56,2.347,17.042,16.116,,,-82.304,-69.936,-67.721,,-73.626,-49.765,-28.259,-10.849,-10.654,-12.869,,-187.705,-66.569,,-82.115,18.154,,-60.59,29.13,,450.879,656.605,,38.469,38.607,29.315,4622.525,377.972,,0,9,0,정상,CAPRO CORPORATION,카프로,6380,유익상,Y,1.10111E+12,1018124186,"서울특별시 종로구 인사동7길 12 12층(관훈동, 백상빌딩)",www.hcccapro.co.kr,,02-399-1200,02-732-4214,20119,19691230,12
119860,C,D,C,C,,,,585608,8,6,17777000000,15384000000,361,400,369,406,48176152,37891626,,,,,,0.34,,3.912,,6.116,,153.737,,8.552,,65.69,52.23,310.182,,15.594,36.636,,,103.86,,,,152.23,76.012,68.226,4.513,31.774,3.4,46.573,10.702,,,,,12.63,,-90.446,,-9.269,-6.017,-27.803,-17.218,,-4.478,-15.543,,0.422,-35.683,,-5.693,,,,,,,,,,,,1,16,0,정상,"Connectwave Co., Ltd.",커넥트웨이브,119860,"이건수, 김상혁, 정재웅",K,1.10111E+12,1178140065,"서울특별시 금천구 벚꽃로 298 17층 (가산동, 대륭포스트타워 6차)",www.danawa.com,,02-1688-2450,02-1688-2451,58221,20020621,12
78340,B+,B,A,B+,,,,476498,88,20,86043000000,35880000000,901,500,989,520,87000000,69000000,2.736,5.691,4.749,,,3.289,,-1.836,1.12,-2.593,1.581,-515.923,314.592,654.29,,72.072,38.75,129.658,,27.976,10.774,,,102.476,5.767,,,138.75,92.51,73.857,3.426,26.143,0.517,35.397,1.979,,,9.202,,119.542,-368.379,-551.401,-146.696,-9.629,-1.957,-39.765,-16.799,,-6.506,-24.927,,-12.387,8.092,,-46.73,40.922,,7781.086,,,57.782,945.846,140.181,57.793,,71.995,1,32,0,정상,Com2uSCorporation,컴투스,78340,Nam Jaekwan,K,1.10111E+12,1088116843,서울특별시 금천구  가산디지털1로 131,com2us.com/corporation,,02-6292-6000,02-6292-6015,5821,19980731,12
214370,B,C,C,B+,,,,549891,2,13,6413000000,3124000000,119,58,121,71,53000000,44000000,,50.41,50.084,73.682,26.318,18.016,22.706,16.777,,18.218,,751.708,,743.366,22.706,91.921,8.789,1470.996,,4.978,3.812,,,35.57,1.86,5417.986,,108.789,34.264,32.696,25.88,67.304,7.571,205.848,11.249,,,14.634,11.495,20.08,,46.71,41.299,5.642,7.603,5.942,10.425,,5.242,4.715,,82.31,7.848,,13.983,32.912,375.087,546.45,143.814,,101.559,127.343,416.123,35.738,1474.626,71.366,2,9,0,정상,"CAREGEN CO.,LTD.",케어젠,214370,정용지,K,1.10111E+12,2148688555,경기도 안양시 동안구 엘에스로91번길 46-38,caregen.co.kr,,031-420-9242,031-452-3869,211,20010823,12
807958,,,,B,,,,104069,9,3,24153000000,23383000000,240,346,249,349,97000000,67000000,,,,,,1.713,,0.257,,3.349,,13.901,,7.111,,2.203,4438.867,,,,,,,,,269.526,,4538.867,,,0.274,,,,,,,,,-54.91,,-70.537,-105.944,-7.377,,-9.222,3.829,-2.93,-84.005,,,,,,,,,,,,,,,,,,1,13,0,정상,"KDB Life Insurance Co., Ltd.",케이디비생명보험,,임승태,E,2.00111E+12,4088107958,"서울특별시 용산구 한강대로 372 (동자동, 센트레빌아스테리움서울)",www.kdblife.co.kr,,1588-4040,02-771-7561,65110,19880401,12
800172,,,,A,,,,1203312,12,37,34882000000,16650000000,314,188,326,225,107000000,74000000,,,,,,0.699,,0.087,,0.898,,0.876,,0.682,,8.715,1047.463,,,,,,,,,-0.784,,1147.463,,,0.187,,,,,,,,,-82.086,,-84.669,17.653,28.804,,8.049,31.83,,3.835,,,,,,,,,,,,,,,,,,0,19,0,정상,Kbank,케이뱅크,,최우형,E,1.10112E+12,8268100172,"서울특별시 중구 을지로 170 동관 6층(을지로4가, 을지트윈타워)",www.kbanknow.com,,215221000,,64121,20160107,12
861717,,,,A,,,,857392,16,5,112375000000,59007000000,883,658,899,663,125000000,89000000,,,,,,7.361,,,,,,,,76.352,,16.413,509.267,,,,,,,,,935.964,,609.267,,,0.534,,,,,,,,,,,-8.298,-26.524,-1.196,,-2.248,-1.81,7.734,2.054,,,,,,,,,,,,,,,,,,1,23,0,정상,"KB Kookmin Card Co., Ltd",케이비국민카드,,이창권,E,1.10111E+12,1018661717,서울특별시 종로구 새문안로3길 30,www.kbcard.com,,02-6936-4114,02-6936-2279,64913,20110302,12
839185,,,,A,,,,160393,32,35,37801000000,27360000000,335,325,367,360,103000000,76000000,,,,,,4.819,,1.309,,6.539,,222.839,,164.229,,17.231,480.356,,,,,,,,,2377.413,,580.356,,,0.594,,,,,,,,,110.038,,71.238,-84.781,48.317,,174.428,61.814,,5.891,,,,,,,,,,,,,,,,,,5,21,0,정상,"KB Life Insurance Co.,Ltd",케이비라이프생명보험,,이환주,E,1.10111E+12,1208139185,서울특별시 강남구 강남대로 298,www.kblife.co.kr,,02-2144-2000,02-2144-2424,65110,19890616,12
1620,D,D,D,D,4.72,0.33,,114765,4,0,19824000000,1632000000,350,34,354,34,56000000,48000000,,1.243,1.316,9.979,90.021,4.29,9.285,0.766,,2.392,,8.513,,15.265,9.285,31.508,217.383,81.418,,178.592,38.79,,,171.976,1.541,276.574,,317.383,123.911,54.186,36.938,45.814,6.262,84.551,13.668,,,5.739,18.888,-566.473,,76.479,189.241,12.404,5.373,1.913,14.201,,8.687,22.036,,3.955,16.139,,6.057,110.463,,1699.095,1529.546,,197.651,285.225,162.482,345.035,1227.831,,0,9,0,정상,"KBI DONGKOOK IND CO., LTD",케이비아이동국실업,1620,김용희,Y,1.10111E+12,1068112972,서울특별시 용산구  한강대로 350,kbidongkook.com,,02-754-2961,(02)754-2960,303,19551229,12
3450,,,,A,,,,164876,597,296,261126000000,146513000000,1075,1042,1672,1338,156175837,109501495,,3.349,3.348,,,6.38,7.799,,,,,,,25.988,7.799,10.276,873.104,,,,,,,,,,,973.104,,,0.416,,,,,,,-18.815,,,,99.165,26.989,13.842,,-5.514,14.645,30.255,7.28,,,,,,,20.133,,,,,,4411.948,22.513,190.47,775.911,,3,61,0,정상,"KB SECURITIES CO.,LTD",케이비증권,3450,"김성현, 이홍구",E,1.10111E+12,1168129539,"서울특별시 영등포구 여의나루로 50 (여의도동, 한국교직원공제회관)",www.kbsec.com,,02-6114-0114,02-6114-5753,66121,19620601,12
21960,,,,A,,,,161408,68,196,95976000000,43450000000,706,354,774,550,124000000,79000000,,,,,,8.551,,,,,,,,117.03,,13.738,627.882,,,,,,,,,1010.048,,727.882,,,0.264,,,,,,,,,,,-14.699,-13.042,3.158,,-8.596,2.537,-2.173,7.239,,,,,,,,,,,,,,,,,,1,18,0,정상,"KB CAPITAL CO,. LTD",케이비캐피탈,21960,빈중일,E,1.30111E+12,1248125121,경기도 수원시 팔달구  효원로  295,www.kbcapital.co.kr,,02-1544-1200,031-220-8188,64911,19890912,12
29460,C,C,A,D,5.87,0.31,1.27,410049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,KC CORPORATION,케이씨,,박주정,E,2.05411E+12,4118127760,전라남도 영암군 삼호읍 산단서부로 85,www.kccorp.co.kr,,061-460-7162,061-460-7167,20129,20010329,12
2380,A,A,A,B+,,,,105271,209,20,279222855814,20941463546,3048,338,3257,358,85730075,58495708,4.97,1.471,-0.712,21.126,78.874,1.682,16.156,2.361,2.361,5.683,5.683,649.958,649.958,192.375,16.156,40.795,145.129,108.908,,70.425,74.704,122.732,141.404,168.43,8.814,,,245.129,96.409,68.711,25.814,31.289,10.477,45.538,33.483,,,-7.179,-10.533,-33.172,-33.172,222.74,-113.64,1.791,0.953,-2.481,4.474,,-1.866,3.683,,-11.237,33.703,,-13.378,47.51,,422.738,333.43,,68.862,180.135,81.281,114.349,,,0,7,0,정상,KCC Corporation,케이씨씨,2380,"정몽진, 정재훈",Y,1.10111E+12,2148170045,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,www.kccworld.co.kr,kccworld.irpage.co.kr,02-3480-5000,02-3480-5437,20411,19580812,12
344820,A,A,A+,A,,,,1428203,44,3,128661021000,7862553000,1673,153,1717,156,74933617,50400981,,4.864,4.79,16.784,83.216,5.577,11.128,4.287,,6.485,,594.974,,511.668,11.128,66.917,49.439,283.221,,21.662,27.777,-744.032,-409.854,88.088,3.706,9229.504,,149.439,68.938,58.945,41.018,41.055,11.614,69.648,28.288,,,16.373,-3.761,-20.299,,-13.046,-12.958,0.639,4.736,6.217,-4.08,441.632,3.147,-4.714,,-1.014,-27.608,,28.486,75.794,,647.234,538.603,,131.139,189.746,223.617,114.655,,,0,4,0,정상,KCC GLASS Corporation,케이씨씨글라스,344820,"정몽익, 변종오(각자대표이사)",Y,1.10112E+12,4018701412,서울특별시 서초구 강남대로 587(잠원동),www.kccglass.co.kr,www.kccglass.co.kr/investmentInfo/disclosure.do,02-2015-8500,02-2015-8806,2311,20200102,12
281820,B,C,B,B,19.49,1.66,0.48,1261893,13,16,46899263000,4541299000,665,78,678,94,69172954,48311691,,11.049,11.049,34.286,65.714,7.216,22.887,6.652,,7.445,,313.531,,303.914,22.887,90.532,10.459,885.428,,9.299,1.159,,,28.12,0.072,4335.885,,110.459,27.797,25.457,19.488,74.543,16.7,292.817,22.403,,,-24.137,-24.965,-45.798,,-42.764,-42.764,3.442,-2.624,1.163,-17.426,,6.251,5.691,-41.575,43.695,-19.562,,4.922,58.359,,405.261,266.315,,222.431,296.173,548.24,65.311,2750.607,16.001,0,41,0,정상,"KCTECH CO., LTD",케이씨텍,281820,"양호근, 최동규 (각자 대표이사)",Y,1.34611E+12,6128153314,경기도 안성시 미양면 제2공단3길 12 -,www.kctech.co.kr,,031-670-8000,031-677-7173,272,20171101,12
9070,D,C,C,D,,,,103042,37,4,27962164000,3405829000,372,53,409,57,68367149,59751386,,3.471,3.13,12.298,87.702,10.587,7.824,5.699,,13.644,,245.475,,190.472,7.824,42.495,135.321,91.154,,77.863,57.458,,,164.346,1.776,,,235.321,104.374,69.839,49.722,30.161,0.15,43.187,0.499,,,-10.57,0.741,-1.899,,1.684,-16.822,5.082,4.697,9.175,2.437,,8.886,5.983,,-8.632,-1.044,,7.564,127.401,,,,,182.096,261,218.794,304.999,5487.503,,0,19,0,정상,KCTC,케이씨티시,9070,류주환,Y,1.10111E+12,2018110323,서울특별시 중구 남대문로 63 한진빌딩,www.kctc.co.kr,,02-310-0700,(02) 752-4404,49301,19730720,12
32500,C,C,B,C,,,,226352,0,0,19734000000,1935000000,299,45,299,45,66000000,43000000,,-65.242,-65.383,7.131,92.869,-31.451,32.249,-20.216,,-30.282,,-315.705,,-327.902,32.249,63.354,57.844,140.513,,51.653,6.191,,,85.264,10.551,666.007,,157.844,80.294,54.018,47.247,45.982,9.072,85.123,19.729,,,-44.24,-78.257,39.723,,144.643,540.808,-20.196,-5.961,-6,-4.188,,-27.228,-32.244,,-36.113,-3.834,,-7.046,32.183,,311.579,289.359,,65.054,74.36,96.815,48.207,502.592,,0,6,0,정상,KMW CO. LTD.,케이엠더블유,32500,김덕용,K,1.34811E+12,1248125403,경기도 화성시 동탄대로25길 21 -,www.kmw.co.kr,,031 -370 -8600,031-376-2898,2642,19880108,12
381970,B,C,B,B,19.68,2.69,5.82,1323032,8,6,59249000000,6935000000,951,159,959,165,61782065,42030303,,1.385,1.206,10.592,89.408,11.801,7.71,10.843,,24.551,,245.203,,117.861,7.71,42.395,135.879,164.424,,65.933,69.947,,,127.471,0.558,854.506,,235.879,75.006,54.041,26.424,45.959,34.752,85.046,75.614,,,-5.957,8.44,17.914,,-6.58,-23.25,3.698,2.946,5.579,10.628,,-4.436,4.597,,-5.491,29.072,,-2.504,376.227,,1033.29,923.842,,693.705,1436.345,673.832,851.845,8507.722,-128.838,2,16,0,정상,"K Car Co., Ltd.",케이카,381970,정인국,Y,1.10112E+12,7878700729,서울특별시 영등포구 선유로43길 27,www.kcar.com,kcar.irpage.co.kr,02-754-0944,,45120,20171129,12
145270,D,D,D,D,,,,861076,10,2,1944618660,502987098,8,4,18,6,108034370,83831183,,43.752,46.326,,,11.851,,8.492,,20.673,,42.704,,24.482,,48.297,107.051,59.848,,65.111,41.94,,,168.083,24.557,,,207.051,118.418,81.18,1.43,18.82,,23.184,,,,24.321,,17.028,,18.81,25.431,-21.149,-34.469,2.154,-36.901,,7.609,539.895,,,-54.371,,55.572,11.128,,,,,12.309,891.861,18.887,27.088,55.956,43.829,0,6,0,정상,"K-TOP REITS CO.,LTD.",케이탑리츠,145270,"이명식, 조현만(각자대표이사)",Y,1.10111E+12,1078743354,서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호,www.ktopreits.co.kr,,02-783-5858,02-783-1717,68112,20101104,12
30200,A,B+,A,A,,,,186461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,KT Cooatio,케이티,,이영순,E,,1348108997,경기도 안산시 고잔동 541-3,KTENG.o.k,,0345)401-0862,0345)486-3962,72129,19890731,12
53210,B+,B+,A,B+,,,,349097,0,0,29902701000,6701728000,293,79,293,79,102057000,84832000,,,,,,-14.266,,1.092,,1.764,,11.767,,-95.14,,60.635,64.922,120.125,,47.996,16.926,,,107.267,,,,164.922,91.739,65.041,19.313,34.959,0.151,53.75,0.432,,,,1.176,-77.74,,-592.709,-428.394,-10.696,-17.19,-9.115,-5.002,,-14.04,4.561,,48.103,28.78,,-45.524,,,,,,,,,,,-14.642,0,16,0,정상,"KT Skylife Co.,Ltd.",케이티스카이라이프,53210,최영범,Y,1.10111E+12,1178131120,"서울특별시 마포구 매봉산로 758층, 9층",www.ktskylife.co.kr,,02-2003-3000,2003-3299,60229,20010112,12
36030,B+,C,A,B+,,,,260958,30,100,27950000000,16642000000,295,214,325,314,86000000,53000000,3.78,3.78,4.315,6.388,93.612,6.923,3.531,2.938,3.888,5.232,6.923,25.086,33.193,33.193,3.531,56.571,76.768,176.314,,73.549,3.22,,,47.091,0.528,674.553,45.221,176.768,45.623,26.64,3.782,73.36,2.02,275.372,2.754,,,-7.265,18.078,25.257,804.179,140.179,146.627,6.579,-4.9,-7.625,4.505,,8.227,11.464,,-11.256,7.034,,-32.131,102.844,,4639.589,4343.224,,364.736,2530.695,234.557,183.146,878.118,,0,8,0,정상,"kt alpha Co., Ltd.",케이티알파,36030,박승표,K,1.10111E+12,2118179649,서울특별시 동작구  보라매로5길 23 삼성보라매옴니타워,www.ktalpha.com,,02-1588-5668,02-3289-2060,461,19911212,12
33780,A+,A+,A+,A+,,,,244455,157,159,425311000000,50988000000,4054,448,4211,607,101000000,84000000,15.856,15.733,15.365,47.9,52.1,9.889,27.989,9.311,7.414,12.516,9.966,122.239,97.339,96.586,27.989,72.773,37.413,240.171,,28.751,8.662,,,68.361,1.157,,55.612,137.413,62.911,49.748,16.414,50.252,21.639,101.012,43.06,,,0.191,-5.136,-7.913,-8.321,-8.253,-16.789,3.827,9.702,14.122,18.157,,-0.68,-1.401,,7.296,5.741,,93.618,46.762,,219.589,114.405,,96.534,298.085,182.617,62.858,613.912,78.162,2,60,0,정상,KT&G Corporation,케이티앤지,33780,방경만,Y,1.60111E+12,3068130866,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,www.ktng.com,,042-939-5000,02-3404-4670,12000,19870401,12
7810,D,C,C,D,,0.76,,152686,39,16,53636000000,5577000000,973,127,1012,143,53000000,39000000,,-2.122,-3.136,1.943,98.057,-3.868,4.353,-2.538,,-4.393,,-234.58,,-206.556,4.353,57.413,74.176,215.183,,34.195,39.98,,,100.593,0.688,,,174.176,71.862,57.754,47.077,42.246,10.606,73.149,25.106,,,-16.572,-83.881,-132.362,,-132.963,-147.014,-4.406,-2.885,-3.939,-2.818,,-5.551,-6.41,,-24.305,-18.763,,16.787,105.319,,875.328,858.317,,183.83,224.275,249.388,182.31,9735.304,,0,38,0,정상,"KOREA CIRCUIT CO.,LTD",코리아써키트,7810,장세준,Y,1.30111E+12,1348107528,경기도 안산시 단원구  강촌로139번길 9,www.kcg.co.kr,,031-491-3061,031-436-5469,2622,19720411,12
190650,D,D,D,C,,,,304915,130,27,23354540000,4503953000,24,28,154,55,151652857,81890055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,정상,"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",코리아에셋투자증권,190650,"기동호, 김은섭",K,1.10111E+12,1208197564,서울특별시 영등포구 여의나루로 57,www.kasset.co.kr,www.kasset.co.kr,02-550-6200,550-6203,66121,20000106,3
3690,A,A,A,A,5.91,0.38,6.63,113191,6,6,52170000000,17712000000,276,138,282,144,185000000,123000000,,,,,,9.512,,3.151,,12.186,,475.094,,370.84,,26.958,270.941,,,,,,,,,2758.453,,370.941,,,0.801,,,,,,,,,3.197,,1.942,63.847,9.522,,-15.553,6.165,,19.784,,,,,,,,,,,,,,,,,,1,14,0,정상,Korean Reinsurance Company,코리안리,3690,원종규,Y,1.10111E+12,1028116957,서울특별시 종로구  종로5길 68 (수송동) 코리안리빌딩,www.koreanre.co.kr,,02-3702-6000,739-3754,65200,19630319,12
183300,B+,A,B+,B+,,,,997812,0,0,36651000000,3417000000,643,67,643,67,57000000,51000000,,14.812,15.124,37.975,62.025,16.682,27.181,6.729,,12.106,,645.051,,888.842,27.181,48.489,106.23,156.475,,52.426,53.804,,,124.197,3.503,4002.973,,206.23,80.75,60.222,46.607,39.778,5.841,66.052,14.685,,,6.551,-7.767,-40.379,,8.446,7.713,53.148,45.481,29.727,135.09,,11.765,66.427,31.142,310.495,75.674,,250.646,62.599,,1424.442,883.511,,101.827,125.371,140.931,112.625,6000.975,,0,19,0,정상,KoMiCo Ltd.,코미코,183300,최용하,K,1.34611E+12,1258614826,경기도 안성시 모산로 8,www.komico.com,,031-8056-5800,031-677-8830,29271,20130813,12
